text,ground_truth,hunter_pred
"I thought that I was just aging and/or out of shape, but it might be the lipitor.
",0,0
"I am going off the medication and trying CoQ supplements and vitamin C to see if this helps.
",0,0
"Weight gain, extreme muscle aches and fatigue, alternating constipation and diarrhea, more frequent asthma flare-ups, insomnia, weird dreams.
",1,1
"I had to walk with a cane because I was so weak and ached all over, especially in legs.
",1,1
"My husband and I took ourselves off this medication 10 days ago.
",0,0
"I can't tell you how much better we both feel off Lipitor.
",0,0
"I sleep better, don't need to use my cane, and can bend and move better after just 10 days off the medicine.
",0,0
"DON'T TAKE LIPITOR--try garlique or a natural remedy.
",0,0
"Lipitor hurts more than it helps.
",0,0
"Severe back pain.
",1,1
"Leg,finger and feet joint pain similar to arthritis.
",1,1
"Planta fasciitis similarities.
",1,1
"Big weight gain in stomach area.
",1,1
"I am 55 and never felt so old in my life!.
",1,0
"went down to 10 mlg after complaining about back pain.
",1,1
"Doctor refuses to believe it is the medication causing the pain.
",1,1
"Started 2 years ago with 10 mg then 6 mos later doc upped to 20.
",0,0
"About 3 mos ago I had several severe left leg cramps-never had them before.
",1,1
"Then about 2-3 weeks later, woke up and could barely stand and walk.
",1,1
"Legs and toes were numb (worse in left), weak, back pain and calves hurt terribly.
",1,1
"Walking was possible but only with intense effort and pain.
",1,1
"Couldn't stand for more than 1 or 2 minutes-too painful and weak.
",1,1
"Waited a couple 3 weeks to see if it would clear up-did not.
",0,0
"Went to doc.
",0,0
"Took x-rays said everything fine, blood test fine.
",0,0
"Interested in doing MRI-thinking nacrotic nerve in lower spine.
",0,0
"On an aside he said stop taking lipitor on an off chanch it may be an uncommon reaction.
",0,0
"I started looking up lipitor reactions and came across so much info on side effects it was startling.
",0,0
"I look back to about 1 1/2 years ago when I no longer had that special feeling that all males experience in my organ and a decreased sex drive (not typical for me).
",1,1
"At the time I attributed it to male menopause-being around 54.
",0,0
"I went to my accupuncturist and was told my chee was dry.
",0,1
"Had 4 treatments over as many weeks.
",0,0
"Started to see some improvement.
",0,0
"At the onset of symptoms I felt like I would imagine someone that had MS would feel like, swaying, pulling myself up stairs, dragging legs.
",1,1
"After having stopped lipitor and acupuncture treatments, I would say I am at about 50 or 55%.
",0,0
"I hope I continue to keep getting better as this has really hit my life at a bad time.
",0,0
"My cholesterol did go down but If I knew I would have these kinds of problems I would never have started taking the drug nor will I EVER AGAIN take it irregardless of my cholesterol level.
",0,0
"I would recommend to those who have not had any lessening of symptons to try accupuncture.
",0,0
"It can't hurt and may help!.
",0,0
"I experienced severe pain in my left shoulder and neck.
",1,1
"Unable to raise my left arm.
",1,1
"Am still in physical therapy after 1 year, and my arm and neck are still unable to move very well.
",1,1
"I am also seeing an orthopedic surgeon, who took x-rays and cannot see anything on them.
",0,0
"He diagnosed it as frozen shoulder.
",0,1
"Funny, that it only began when I started the Lipitor.
",0,0
"I took myself off it 4 months ago, and am still in pain and cannot sleep well at night.
",1,1
"My doctor never warned me about eating grapefruit, which I had every morning while taking the Lipitor.
",0,0
"None, unless too much is taken too close together, then it can cause gassy abdominal cramping.
",1,1
"It is the BEST pain reliever I have ever been prescribed and I will never do without it!
",0,0
"I happen to have Endometriosis that has attached to ""everything"" in the backside, including my Sciatic nerve.
",0,0
"Sciatic Endo is rarely seen, but they found it in me.
",0,0
"I do Restorative Yoga postures to get myself loosened up every day, but keep the Cataflam handy as nothing works better for the pain, unless I have an extremely bad time where I have to take a Demerol with it (rarely).
",0,0
"However, I have noticed in the ""patient info"" they give with my Rx that now warnings of NSAID's causing heart attacks and strokes are written where they were not before when I started this Rx.
",0,0
"The best dose for me (per my doctor) is 2 pills to get in your system, then 1 every 8 hours afterward.
",0,0
"Luckily, I only need this a few days a week at the most, here & there.
",0,0
"I highly recommend this especially for lower lumbar arthritis and to women for dysmennorhea.
",0,0
"it will do the trick!.
",0,0
"stomach pain,dizzy spells,hairloss,fatigue,dry eyes, joint pain.
",1,1
"When I stopped taking Lipitor,I was amazed at how much better I began to feel.
",0,0
"While taking Lipitor I had stomach cramps every day.
",1,1
"I was tired, and could not function normal.
",1,1
"I can't say these were.
",0,0
"It did reduce cholestoral, but seems to reduce the quality of life too.
",0,0
"Fuzzy, dizzy, light-headedness feeling I've never had before.
",1,1
"Low grade headache goes with it.
",1,1
"Mild insomnia.
",1,1
"Poor concentration, noise intolerance.
",1,1
"I rarely get headaches.
",0,1
"Started getting them a while back, never put 2 and 2 together.
",0,0
"Saw an internist and 2 neurolgists, had MRI, MRA, all showing nothing.
",0,0
"Stopped Lipitor 2 weeks ago, with 40% reduction in severity but still waiting for it to go away.
",0,0
"Not many here have posted follow-up.
",0,0
"Because so many people take Lipitor, and headaches, etc are so coommon, what we need is to show that there is an increased incidence of side effects like these compared to those not taking Lipitor, AND that the side effects go away once stopping it.
",0,1
"I will re-post when either 3 months goes by or the side effects disappear, whichever is 1st.
",0,0
"I suspect that it will take at least a few more weeks, before the build-up effects of this mess can be cleared from my brain.
",0,0
"My wife and I bo,th shared weakness in legs, pain in legs, hair losss, Rashes, itchy when I went to sit down instead of sitng normaly",1,1
"I would almost fall down in the chair no control no strength, upon getting up I had to hold on to something to get up.
",1,1
"No stopping action going down hill, arms, hands, have little or no grip, I am on 20 mgs, my wife 10,,, we have stopped as of this date.
I(male) have been on Lipitor for almost 3 yrs, I had open heart surgery 3 yrs ago and since then Ive been on it, My wife gets burning sensations, pains in her back, frequent urination(both of us) and a hard time sleeping.
",1,1
"Its bad news.
",0,0
"Weak muscles , fatigued , high pck level , high liver enzyme , leg cramps , flared up tendenitis.
",1,1
"Doctor says unrelated to lipitor.
",0,0
"he obviously has not seen this web site.
",0,0
"It is poison for me.
",0,0
"1 month PRN.
",0,0
"Horrible lower pelvic pain.
",1,1
"Uterus contractions.
",1,1
"Bloody vagina the next day.
",1,1
"Horrible gastric pain.
",1,1
"I am looking for another drug to replace this one.
",0,0
I went to the OB GYN thinking there was something wrong with my uterus,0,0
"but I am completely ok.
",0,0
"I am not taking it again.
",0,0
"headaches, extreme tiredness, worse heartburn in back of throat, hunger pangs, dry mouth, severe lower abdominal pain/cramping, very irritable.
Helped with pain BUT side effects outweigh benefits.
",1,1
"No periods for 10 years, but felt like the worst PMS symptoms ever.
",1,0
"This drug should not be taken by women unless misoprostol removed.
",0,0
"As well, GERD much worse.
",1,1
"Stopped taking & contacted doctor.
",0,0
"nausea,extreme hunger,stomach pain, abdominal pain, vaginal bleeding,cramps.
",1,1
"I really think that my doctor hates me.
",0,1
otherwise why would he give me this poison???,0,0
"?
after 4 days of suffering I'm stopping this nightmare",0,0
"and yes there was some improvement with the pain but is not worth to continue.
",0,0
"Both husband and wife on low dosage (10 mg)
We are having extreme reactions to heat.
",1,1
"When the weather is hot we both get extreme headaches.
",1,1
"This happens with even slight temp changes/worse with high tems outside.
",0,1
(80 degrees is already bad),0,0
"Husband starts sweating alot.
",1,1
"Husband also has diabetes.
",0,1
"Both have flu like symtoms.
",1,0
"Help!!
",0,0
"Anyone else having these problems?.
",0,0
"took Lipitor for over a year with no negative effects, then gradually developed terrible joint pain, couldn't move shoulders, hips hurt, had to push out of chair like old person.
",1,1
"stopped taking it after almost 2 years; it really lowered cholesterol, but at cost of terrible joint pain, loss of sleep, shoulder and hip pain and loss of range of motion.
",1,1
"Stopped, and pains lessened in one week; took months for it all to go away.
",1,1
"I had a chronic backache that kept getting worse.
",1,1
"I complained about this for some time finally a doctor scheduled me for a MRI.
",0,0
The results indicated I have arthritis,0,0
"so I accepted that and attributed the aches to simply getting old, (69 yrs).
",0,1
"Two weeks ago it got so bad that I stopped my regular exercise.
",0,1
"About a week ago, in the middle of the night after taking my usual Lipitor dose, while making my nightly trip to the toilet, a severe muscle back cramp almost sent me to the floor.
",1,1
"After finishing my business, I hardly could sleep that night.
",0,1
"As I got out of bed that morning I started getting severe muscle spasms in the same old place.
",1,1
"The spasms lasted most of the day and gradually the intensity, frequency and duration diminished.
",1,1
"Since I had done nothing recently to cause a cramp or spasm, and realizing that in the past, the back aches usually were the worst in the morning but got better during the day and best at night just before my Lipitor dose, I suspected Lipitor.
",1,1
"I quit them 7 days ago and my back has not been this good in months!.
",0,0
"Have been on lipitor over 5 yrs.
",0,0
"As time has passed, I have developed foot, shin, knee, thigh and hip pain.
",0,1
"shoulder, arm and hand pain - am having balance problems, clumsiness and some memory loss.
",1,1
"I have had problem with bloating and flatulence big time.
",1,1
"Dr just took me off Lipitor and Effexor for depression.
only 2 weeks off.
",0,0
"so no noticeable change as yet.
Had an MRI last week to rule out Multiple Sclerosis or any brain problems I HOPE - have not gotten results as yet.
",0,0
"Lipitor reduced my cholesterol total greatly from 274 to 160.
",0,0
"HDL went up and LDL and triglicerides went down.
",0,0
"but looks like the side effects are going to cause me to change meds or quit taking them.
",0,0
"Do the gym 3x a week and walk.
am not totally sedentary and watch what I eat.
",0,0
"but I am a cholesterol mfg.
",0,0
"(so is my sister).
",0,0
"right now, I am just HURTING.
and want to find out WHY.
",0,1
"stay tuned.
",0,0
"day two of taking the product, and I have pain and tingling in my fingers as well as a major sharp pain in the side, which could be of of many things including simply gas - a common problem as reported here.
",1,1
"Way too early to post something more constructive, but I will come back later.
",0,0
"Thanks to all posters here - big relief from your reports to know this is not unusual.
",0,0
"tingling and aches in hands, chest discomfort, difficulty breathing, stuffy nose, weakness in legs, back pain.
",1,1
"This drug is the worst.
",0,0
"I stopped using it after 17 days when I started experiencing chest pains and difficulty breathing.
",1,1
"Its side effects are horrible and it should be taken off the market.
",0,0
"I do not recommend this drug to anyone.
",0,0
"Headaches,body aches,joint stiffness,bloating,excessive gas,cramping,irritability.
",1,1
"I took it for about 3 weeks before I started feeling any side effects.
",0,0
"I didn't realize this was the cause until I researched a little to see what side effects had been encountered.
",0,0
"It was pretty shocking when I found out I was suffering from half of those listed.
",0,0
"And I just thought I had a.
",0,0
"weakness,muscle pain, knee pain,memory loss,etc
",1,1
"Started taking Lipitor 20mg in Feb '08; in Sept '10 experienced stiff, achy joints around shoulders/arms, hips and Achilles tendons.
",0,1
"Stopped 1/22/11; slowly feeling less stiff.
",1,1
"Can now take shirts off over my head without wincing; not great, but better.
",1,1
"A few weeks after taking lipitor my ankles and the soles of my feet feels like I was walking on hot coals I blamed my new shoes i bought.
",1,1
"So I bought a new pair from the chemist they didn't stop the pain either.
",1,1
"I was at a local club about 2 months later walked into the toilet I'd been in there many times before but this I couldn't work out witch door to walk out(I think it also has an effect on your memory).
",1,1
"Also I suffer badly from muscle pain from my neck & shoulders to my lower back.
",1,1
"My wife also took lipitor but has since stopped but it effected her a lot worse than me.
",0,0
"She has since stopped taking any medication it's been 6 months and still recovering from the effects.
",0,0
"I am now taking Ezetrol a lot better.
",0,0
"I still get pains in my back but not as bad.
",1,1
"I just wish the doctors would tell you about the side affects to expect.
",0,0
"Absolutely none.
",0,0
"No muscle or joint problems through 1 year.
",0,0
"Worked great to reduce my cholesterol by about 20% within just a few weeks.
",0,0
"There's a lot of long-term safety data with this class of drug (statins) and I think I'll keep taking it for the long-term benefits.
",0,0
"I've been taking Liptor for about a year with no major side effects, but recently I have been experiencing a sore, tingly tongue(Glossitis) and have ruled out everything from toothpaste to spicy foods.
",1,1
"I have also had dizzy spells, headaches, and trouble sleeping.
",1,1
"Doctor told me to discontinue Lipitor which I just did a couple days ago and I should know in a month or so if this is the cause (glossitis and other symptoms are listed as possible side effects, although in my case it's been a delayed reaction)
",1,0
"Lipitor did bring my cholesterol down from 268 to 153 but I want the glossitis,headaches and dizziness to go away.
",1,1
"I hate feeling this way.
",0,0
"I will find another way to control my cholesterol if Lipitor proves to be the culprit.
",0,0
"occasionally some leg cramps (in lower left leg only) if taken too late in the day.
",1,1
"No side effects if taken before noon.
",0,0
"This drug has helped tremendously with aches and discomfort from the arthritis.
",0,0
"Totally cured the pain in my foot from tendonitis and plantar fasciitis.
",0,0
"Does not appear to be giving me negative side effects.
",0,0
"My ordeal began with leg problems long before my bypass and any drugs were taken.
",0,1
"After surgery I was given list of drugs of which Lipitor was one.
",0,0
"I take 80mg./day at night along with asprin, 100mg of Atenolol and a host of others.
",0,0
"Sorry to say my leg pains have not went away, and by reading many of these postings it appears to exaggerate this condition.
",0,1
"Doctors looking elsewhere but have found nothing.
",0,0
"I found information about leg pains being caused by restless leg syndrome.
",0,1
"I sure hope I don't have that!
",0,0
"Started at 262, after 8 months down to 108.
",0,0
"Lipitor diet and excercise have lowered my cholestrol.
",0,0
"I'm completeing this on behalf of my father, who died after being prescribed 20 mg Totalip/ Atorvastatin, despite the usual dose being 10 mg and him having 2 risk factors, being over 70 and with hypothyroidism.
",0,0
"The inquest verdict was misadventure.
",0,0
"The GMC decided that the 20 mg dose was reasonable, and that the GP had not acted inappropriately by prescribing this dose.
",0,0
"So much for SPCs, PILs, and the CSM's Pharmacovigilance reports, all of which state that the usual dose is 10 mg a day, and that statins should be used with caution by patients over 70 and with hypothyroidism.
",0,0
"GPs will continue overprescribing if they are allowed to get away with it.
",0,0
"Please contact me if you can advise or help.
",0,0
"Thanks.
",0,0
"Jay.
",0,0
"One hour after taking Arthrotec, I experienced the sudden onset of severe mentrual cramps.
",1,1
"I am on the birth control pill and should not have my period for another 3 weeks.
",0,0
"I am in so much pain that I cannot sleep, nor can I take Advil for the pain as it is also an NSAID.
",1,1
"The patient warning indicates that this drug can cause an abortion.
",0,0
"I wish I'd read my entire monograph before taking the tablet.
",0,0
"I would not recommend for women prior to menopause.
",0,0
"Nor sure why my doctor thought it would help my endo pain.
",0,0
"MY DOCTOR PRESCRIBED 10MG OF LIPITOR 3 YEARS AGO.
",0,0
"THIS PAST SEPTEMBER HE INCREASED THE DOSAGE TO 20mg.
SHORTLY AFTER, I BECAME EXTREMELY FATIGUED AND HAD HEADACHES.
",1,1
"I HAD TO LEAVE WORK AROUND 1 PM DAILY.
",0,0
"I WENT BACK TO THE DOCTOR.
",0,0
"HE SAID IT COULD BE MY THYROID.
",0,0
"BLOOD TEST WAS NORMAL.
",0,0
"THE DR DIDN'T LOOK FURTHER.
",0,0
I THEN STARTED TO EXPERIENCE KNEE,1,1
"PAIN,,,SEVERE KNEE PAIN.
",1,1
MY DAUGHTER FORWARDED,0,0
"THIS WEB SITE TO ME & I BELIEVE IT'S SAVING MY LIFE.
",0,0
"I CALLED MY DR AND TOLD HIM THAT I KNEW IT WAS THE LIPITOR EFFECTING ME.
",0,0
"HE TOLD ME TO STOP TAKING IT FOR 2 WEEKS,,,,I'VE BEEN OFF THE LIPITOR FOR 1 WEEK.
",0,0
"THE KNEE PAIN HAS GREATLY SUBSIDED AND I'M LESS FATIGUED.
",1,1
"THE HEADACHES ARE GONE.
",1,1
"My Dr increased my dose from 10 to 20mg.
Have been taking for about 4 years.
",0,0
"my liver readings went up' am constipated and bloated with loss of appetite.
",1,1
"Went off Lipitor for 2 weeks and felt great.
",0,0
"Now, I'm back on 10mg plus another drug.
",1,0
"Bloated again with headaches.
Am not a headache person.
",1,1
"Will wait out this week before I contact the Dr.
",0,0
"Muscle cramping, fatigue and depression.
",1,1
"Wondering if anyone else has experienced depression?.
",1,1
"muscle pain.
",1,1
"pain in knee and foot.
",0,1
"AFTER 2 WEEKS, I HAD SUCH PAIN IN MY KNEES, I COULD NOT EVEN GET OUT OF A CHAIR OR WALK ACROSS THE ROOM.
",1,1
"I STOPPED AND WAITED FOR A MONTH AND TRIED AGAIN; THE SAME EFFECT ONLY WITHIN 48 HOURS.
",0,0
"I HAD THE SAME PROBLEM WITH 3 OTHER STATIN DRUGS.
",0,0
"AFTER SEEING SO MUCH ABOUT THIS DRUG IN PERIODICALS AND SUCH, I WILL JUST HAVE TO TAKE MY CHANCES ON HEALTHY DIET; MY CHOLESTEROL IS MOSTLY GENETIC",0,0
"SO I AM STUCK UNTIL THEY COME OUT WITH A DRUG THAT DOES NOT CAUSE JOINT PAIN.
",1,0
ZETIA ONLY HELPS WITH,0,0
"FOOD INDUCED CHOLESTEROL SO IS OF NO USE TO ME.
",0,1
"AND I REFUSE TO TAKE A PILL TO COUNTERACAT THE SIDE EFFECTS OF ANOTHER PILL.
",0,0
"IT SEEMS THAT'S JUST WHAT THE FDA WANTS US TO DO.
",0,0
"Live damage of 80-90% as od 5-31-06.
",1,0
"I'm in the hospital waiting a liver transplant after taking this drug for only 2 months.
",0,0
"iritated eyes, extremely painful inflammed joints(too painful to walk) muscle cramps, numbness and tingling in feet arm and legs-muscle spasams in face and neck.
",1,1
"regret ever taking this drug.
",0,0
"left side of jaw itches ,left shoulder aches and tingles left leg iliotial band syndrome.
",1,1
"Muscle pain, leg cramps, fatigue, irritable, pain in feet, neuropathy.
",1,1
"I have stopped this medication a couple of times and my doctor keeps insisting I take it, rather then alternative medications.
",0,0
"I'm getting off of this stuff after reading so many people are having similiar side-effects.
",0,0
"Doctors need this information!.
",0,0
"After taking Crestor and having muscle pain and lack of control when standing in the mornings, my Dr prescribed Lipitor.
",1,1
"I have had increasing non stop Pain in neck and back and now severe tingling and burning in hands and feet with itchy crawly feeling all over.
",1,1
"My bad levels have decreased but now I am afraid I may have nerve damage or liver problems and after reading this sites comments will stop taking Lipitor.
",0,0
"Slight muscle soreness in arms and legs.
",0,1
"Major sorness in knees and elbows.
",0,1
"I have gout and had been attributing the joint pain to that, but after bloodwork, my rheumatologist said it was not gout!
",1,1
I have an appt.,0,0
"scheduled to start to deal with this pain but an experience last night and reading some postings on this site are leading me to suspect the lipitor.
",1,1
"My usual 20mg dose is taken with dinner, but I had forgotten to take it and remembered just before bedtime.
",0,0
"I awoke at 3AM with an a knee that was just throbbing with pain.
",0,1
"I hobbled to the bathroom and took a dose of Advil and was able to get back to sleep after about a half hour.
",0,0
"I awoke this morning with about a 50% reduction in pain and it seems to have subsided as the day goes on.
",1,1
"I will never take lipitor before bed again, I may cut the daily dose in half and possibly stop altogether if the pain persists at an intolerable level.
",1,1
"Lipitor has lowered my cholesterol levels to the 180's.
",0,0
"I had never had a reading below 218 in my life and it has been steadily rising over the last few years to a consistent level in the 240's.
",0,0
"The ratio of bad to good cholesterol is in the acceptable zone and never had been before taking lipitor.
",0,0
"So, all in all, the lipitor has done a good job.
",0,0
"I will try to cope with the joint pain, but if it becomes a constant problem, I will have to stop taking the drug.
",1,1
"Severe foot pain.
",1,1
