id,text,label,label_text,meta_doc_drugs,meta_prev_context,span_offsets,source_file,final_pred,agent_reasoning
LIPITOR.144_2,I wouldn't have known what was wrong with me if I hadn't seen an ad on t.v. for this med.,0,Not-Related,lipitol; vitamin C,"you need to keep on top of these drugs because the dr. doesn't always monitor enough.
","187, 276",LIPITOR.144.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.144_3,"describing side effects.
",0,Not-Related,lipitol; vitamin C,I wouldn't have known what was wrong with me if I hadn't seen an ad on t.v. for this med.,"277, 302",LIPITOR.144.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.144_4,"Dr said it was vitamin C deficiency.
",0,Not-Related,lipitol; vitamin C,"describing side effects.
","302, 339",LIPITOR.144.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.144_5,"I stopped the lipitol and the symptoms went away.
",0,Not-Related,lipitol; vitamin C,"Dr said it was vitamin C deficiency.
","339, 389",LIPITOR.144.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.144_6,I would have believed the dr.,0,Not-Related,lipitol; vitamin C,"I stopped the lipitol and the symptoms went away.
","389, 418",LIPITOR.144.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.144_7,"if it weren't for a kind pharmacist who said I should get a second opinion.
",0,Not-Related,lipitol; vitamin C,I would have believed the dr.,"419, 495",LIPITOR.144.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.811_0,"My husband was on 10 mg for several years.
",0,Not-Related,Lipitor,,"0, 43",LIPITOR.811.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.811_1,"increasing muscle pain in legs, right hip, depression.
",1,Related,Lipitor,"My husband was on 10 mg for several years.
","43, 98",LIPITOR.811.txt,1,"The text describes new or worsening physiological issues (muscle pain, depression) which are known or potential adverse effects associated with Lipitor (atorvastatin)."
LIPITOR.811_2,"Went to 20 mgs and had heart palpitations and more severe pain.
",1,Related,Lipitor,"increasing muscle pain in legs, right hip, depression.
","98, 162",LIPITOR.811.txt,1,"The text describes new physiological symptoms (heart palpitations, more severe pain) that occurred after an increase in the drug's dosage, indicating a potential adverse drug event."
LIPITOR.811_3,"Thank, God, we went on a 10-day vacation.
",0,Not-Related,Lipitor,"Went to 20 mgs and had heart palpitations and more severe pain.
","162, 204",LIPITOR.811.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.811_4,"He forgot his Lipitor and pain decreased dramatically.
",1,Related,Lipitor,"Thank, God, we went on a 10-day vacation.
","204, 259",LIPITOR.811.txt,1,"The text implies that pain was present while the patient was taking Lipitor, and the pain dramatically decreased after forgetting the dose, suggesting the pain was an adverse effect of the drug."
LIPITOR.811_5,"We were able to make the connection.
",0,Not-Related,Lipitor,"He forgot his Lipitor and pain decreased dramatically.
","259, 296",LIPITOR.811.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.811_6,"I want to shoot his doctor.
",0,Not-Related,Lipitor,"We were able to make the connection.
","296, 324",LIPITOR.811.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.811_7,"When we returned from vaction he tried to start his dose and experienced flu-like symtoms and all-over muscle pain.
",1,Related,Lipitor,"I want to shoot his doctor.
","324, 440",LIPITOR.811.txt,1,"The text describes new onset flu-like symptoms and muscle pain experienced after starting Lipitor, which are physiological issues occurring during drug use."
LIPITOR.811_8,"Get off of it if you can.
",0,Not-Related,Lipitor,"When we returned from vaction he tried to start his dose and experienced flu-like symtoms and all-over muscle pain.
","440, 466",LIPITOR.811.txt,0,Auto-Rejected by Hunter (Low Probability)
ARTHROTEC.20_0,"I was experiencing lower back pain & noticed my spouse had some arthrotec 50mg anti inflammatory pills left.
",0,Not-Related,arthrotec,,"0, 109",ARTHROTEC.20.txt,0,"The lower back pain is described as a pre-existing condition for which the individual might consider taking Arthrotec, an anti-inflammatory. It is the indication, not a side effect caused by the drug."
ARTHROTEC.20_1,"So i read about it online then decided to take one.
",0,Not-Related,arthrotec,"I was experiencing lower back pain & noticed my spouse had some arthrotec 50mg anti inflammatory pills left.
","109, 161",ARTHROTEC.20.txt,0,Auto-Rejected by Hunter (Low Probability)
ARTHROTEC.20_2,"Then about 20mins later i had MAJOR menstrual cramps & started bleeding.
",1,Related,arthrotec,"So i read about it online then decided to take one.
","161, 234",ARTHROTEC.20.txt,1,"The text describes new or worsened physiological symptoms (major menstrual cramps and bleeding) occurring shortly after an implied drug intake. These are known potential effects of misoprostol, a component of Arthrotec."
ARTHROTEC.20_3,"i had rlly bad sickness & ended up puking.
",1,Related,arthrotec,"Then about 20mins later i had MAJOR menstrual cramps & started bleeding.
","234, 277",ARTHROTEC.20.txt,1,The text describes physiological symptoms ('sickness' and 'puking') that are not indications for Arthrotec and are common adverse effects associated with NSAIDs.
ARTHROTEC.20_4,".
",0,Not-Related,arthrotec,"i had rlly bad sickness & ended up puking.
","277, 279",ARTHROTEC.20.txt,0,Auto-Rejected by Hunter (Low Probability)
ARTHROTEC.20_5,"thank god i got the pill out my system, the pain stopped 10mins later but i am still menstrating.
",1,Related,arthrotec,".
","279, 377",ARTHROTEC.20.txt,1,"The text implies the drug caused pain, which stopped after discontinuing the medication. 'Still menstrating' is also a physiological state that could be an adverse effect of the drug (Arthrotec contains misoprostol, which can affect menstruation)."
ARTHROTEC.20_6,"This drug cant be good for you if it brought my period on when ive only just finished my last cycle 10 dyas prior to taking the drug!
",1,Related,arthrotec,"thank god i got the pill out my system, the pain stopped 10mins later but i am still menstrating.
","377, 511",ARTHROTEC.20.txt,0,Auto-Rejected by Hunter (Low Probability)
ARTHROTEC.20_7,"I would not reccomend taking this drug if it hasnt been suggested by your physician.
",0,Not-Related,arthrotec,"This drug cant be good for you if it brought my period on when ive only just finished my last cycle 10 dyas prior to taking the drug!
","511, 596",ARTHROTEC.20.txt,0,Auto-Rejected by Hunter (Low Probability)
ARTHROTEC.20_8,"I wont be making that mistake again!.
",0,Not-Related,arthrotec,"I would not reccomend taking this drug if it hasnt been suggested by your physician.
","596, 634",ARTHROTEC.20.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.434_0,"Burning of tongue, dry throat and mouth.
",1,Related,Lipitor,,"0, 41",LIPITOR.434.txt,1,"The text describes physiological symptoms (burning of tongue, dry throat and mouth) which are not the indication for Lipitor and are presented as potential adverse effects."
LIPITOR.434_1,I took Lipitor for two months,0,Not-Related,Lipitor,"Burning of tongue, dry throat and mouth.
","41, 70",LIPITOR.434.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.434_2,"and I decided to discontinue taking it and see what happens.
",0,Not-Related,Lipitor,I took Lipitor for two months,"71, 132",LIPITOR.434.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.226_0,"Massive hair loss, extreme joint stiffness (esp in my right knee - it would just lock-up), heart palpitations, heavy depression, skin and eyes swollen and itching.
",1,Related,LIPITOR.226,,"0, 164",LIPITOR.226.txt,1,"The text describes multiple physiological issues and mental state changes (hair loss, joint stiffness, heart palpitations, depression, swollen/itching skin/eyes) which are consistent with potential adverse drug events."
LIPITOR.226_1,"I have taken it for a long time and only in the last year have these symptoms occurred - perhaps these are long-term usage effects.
",0,Not-Related,LIPITOR.226,"Massive hair loss, extreme joint stiffness (esp in my right knee - it would just lock-up), heart palpitations, heavy depression, skin and eyes swollen and itching.
","164, 296",LIPITOR.226.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.226_2,"I don't know why this drug is even being allowed to be sold!.
",0,Not-Related,LIPITOR.226,"I have taken it for a long time and only in the last year have these symptoms occurred - perhaps these are long-term usage effects.
","296, 358",LIPITOR.226.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.89_0,"My levels went from 518 down to 175 to 190.
",0,Not-Related,Niacin,,"0, 44",LIPITOR.89.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.89_1,"No muscle pain or side effects.
",1,Related,Niacin,"My levels went from 518 down to 175 to 190.
","44, 76",LIPITOR.89.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.89_2,"I also take 2000 MG of Niacin a day.
",0,Not-Related,Niacin,"No muscle pain or side effects.
","76, 113",LIPITOR.89.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.89_3,"Liver functions normal.
",0,Not-Related,Niacin,"I also take 2000 MG of Niacin a day.
","113, 137",LIPITOR.89.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.949_0,"Daily headaches.
",1,Related,Lipitor,,"0, 17",LIPITOR.949.txt,1,"The text describes a physiological issue (headaches) which is a potential adverse drug event when associated with drug use, and there is no information to suggest it is an indication, pre-existing, or negated."
LIPITOR.949_1,I also started on hormones and thought that might be causing them,0,Not-Related,Lipitor,"Daily headaches.
","17, 82",LIPITOR.949.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.949_2,"but as I'm reading this I'm thinking it's the Lipitor.
",0,Not-Related,Lipitor,I also started on hormones and thought that might be causing them,"83, 138",LIPITOR.949.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.949_3,"I haven't been on it long enough to know if it reduces my cholesterol but even if it does I don't know if I'll continue to take it if the headaches don't go away.
",1,Related,Lipitor,"but as I'm reading this I'm thinking it's the Lipitor.
","138, 301",LIPITOR.949.txt,1,"The patient is experiencing headaches and is considering discontinuing Lipitor if they do not resolve, implying the headaches are occurring during drug use and are perceived as a side effect."
CAMBIA.3_0,"Tastes gross -- heavy mint flavor.
",0,Not-Related,Cambia; Maxalt; triptans,,"0, 35",CAMBIA.3.txt,0,Auto-Rejected by Hunter (Low Probability)
CAMBIA.3_1,"Felt like it was burning my esophagus all the way down, then dry heaves once it hit my stomach.
",1,Related,Cambia; Maxalt; triptans,"Tastes gross -- heavy mint flavor.
","35, 131",CAMBIA.3.txt,1,"The text describes acute physiological symptoms ('burning esophagus,' 'dry heaves') that occurred after ingestion, consistent with an adverse reaction to an oral medication. These symptoms are not the indication for the drugs listed."
CAMBIA.3_2,"But it didn't make me actually vomit, and the burning sensation went away quickly.
",1,Related,Cambia; Maxalt; triptans,"Felt like it was burning my esophagus all the way down, then dry heaves once it hit my stomach.
","131, 214",CAMBIA.3.txt,1,"The text describes a 'burning sensation' which is a physiological issue implied to be associated with the drug's effect, and it is not an indication for the drug. While 'didn't make me actually vomit' is a negation, the burning sensation is described as having occurred."
CAMBIA.3_3,"Was prescribed Cambia as a backup to Maxalt, since triptans can be taken only 2 days/week.
",0,Not-Related,Cambia; Maxalt; triptans,"But it didn't make me actually vomit, and the burning sensation went away quickly.
","214, 305",CAMBIA.3.txt,0,Auto-Rejected by Hunter (Low Probability)
CAMBIA.3_4,"Unfortunately, it didn't work at all on my migraines, so I'll continue to look for something else as a backup.
",0,Not-Related,Cambia; Maxalt; triptans,"Was prescribed Cambia as a backup to Maxalt, since triptans can be taken only 2 days/week.
","305, 416",CAMBIA.3.txt,0,"The text describes a lack of efficacy for the drug in treating migraines, which is the indication for the drug, not a new adverse event caused by the drug."
LIPITOR.746_0,"After being on Lipitor for only two months, I was experiencing debilitating muscle pain in my arms, legs and back.
",0,Not-Related,Lipitor; Niaspan; vitamin C,,"0, 115",LIPITOR.746.txt,1,"The text describes debilitating muscle pain, a physiological issue, that occurred after starting Lipitor, indicating a potential adverse drug event."
LIPITOR.746_1,"Additionally, I was experiencing severe cramping in my legs and back.
",0,Not-Related,Lipitor; Niaspan; vitamin C,"After being on Lipitor for only two months, I was experiencing debilitating muscle pain in my arms, legs and back.
","115, 185",LIPITOR.746.txt,1,The text describes a physiological symptom (severe cramping in legs and back) that occurred in the context of drug use. This is a known potential side effect for drugs like Lipitor.
LIPITOR.746_2,"The good news was that my cholesterol dropped from 269 to 160.
",0,Not-Related,Lipitor; Niaspan; vitamin C,"Additionally, I was experiencing severe cramping in my legs and back.
","185, 248",LIPITOR.746.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.746_3,"The bad news was that long term, it would likely impact the heart muscle.
",0,Not-Related,Lipitor; Niaspan; vitamin C,"The good news was that my cholesterol dropped from 269 to 160.
","248, 322",LIPITOR.746.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.746_4,"Once the doctor saw the CPK levels on my next liver function test, he called (himself) and said to stop taking Lipitor immediately.
",0,Not-Related,Lipitor; Niaspan; vitamin C,"The bad news was that long term, it would likely impact the heart muscle.
","322, 454",LIPITOR.746.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.746_5,"Interestingly, Niaspan had the same effect.
",0,Not-Related,Lipitor; Niaspan; vitamin C,"Once the doctor saw the CPK levels on my next liver function test, he called (himself) and said to stop taking Lipitor immediately.
","454, 498",LIPITOR.746.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.746_6,"I'm currently trying a therapy of 6000 mg. of vitamin C daily.
",0,Not-Related,Lipitor; Niaspan; vitamin C,"Interestingly, Niaspan had the same effect.
","498, 561",LIPITOR.746.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.746_7,"An interesting site for information on this is www.newmediaexplorer.org/sepp/2003/11/09/ vitamin_c_beats_statins_in_cholesterol_heart_disease.htm and http://www.cqs.com/lipitor.htm.
",0,Not-Related,Lipitor; Niaspan; vitamin C,"I'm currently trying a therapy of 6000 mg. of vitamin C daily.
","561, 743",LIPITOR.746.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.746_8,"I'll post again after I have my next cholesterol test (2/7) and see what the vitamin C has done.
",0,Not-Related,Lipitor; Niaspan; vitamin C,"An interesting site for information on this is www.newmediaexplorer.org/sepp/2003/11/09/ vitamin_c_beats_statins_in_cholesterol_heart_disease.htm and http://www.cqs.com/lipitor.htm.
","743, 840",LIPITOR.746.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.746_9,"I'm not certain that any of the statins are worth the risk.
",0,Not-Related,Lipitor; Niaspan; vitamin C,"I'll post again after I have my next cholesterol test (2/7) and see what the vitamin C has done.
","840, 900",LIPITOR.746.txt,0,Auto-Rejected by Hunter (Low Probability)
ARTHROTEC.145_0,"I had been taking two tablets per day (one @ breakfast time ,the other @ dinner time) for a couple of years when I was alerted to possible long term side effects & then consulted my GP who advised because of the time I had been taking them to only take them on a ""need to basis"".
",0,Not-Related,ARTHROTEC.145,,"0, 280",ARTHROTEC.145.txt,0,Auto-Rejected by Hunter (Low Probability)
ARTHROTEC.145_1,"I immediately stopped completely but found that I had muscular pains all over my body,I have now reduced my intake to one per day @ breakfast time & find that this has proved a moderately succesful outcome.
",0,Not-Related,ARTHROTEC.145,"I had been taking two tablets per day (one @ breakfast time ,the other @ dinner time) for a couple of years when I was alerted to possible long term side effects & then consulted my GP who advised because of the time I had been taking them to only take them on a ""need to basis"".
","280, 487",ARTHROTEC.145.txt,1,"The text describes 'muscular pains all over my body' which the user experienced after stopping the drug, and then managed by reducing the drug intake, indicating a perceived causal link between the drug and the pain."
LIPITOR.222_0,"Took 10mg lipitor for 7 years had soreness of muscles for 4 years.
",1,Related,Lipitor; Tricor; lipitor,,"0, 67",LIPITOR.222.txt,1,"The text describes muscle soreness, a physiological issue, that occurred for 4 years during the 7 years of Lipitor use, indicating a temporal relationship consistent with an adverse drug event."
LIPITOR.222_1,"Then started with excruciating pain and muscle cramps in lower back,then down left buttock, thigh,calf and ankle.
",1,Related,Lipitor; Tricor; lipitor,"Took 10mg lipitor for 7 years had soreness of muscles for 4 years.
","67, 181",LIPITOR.222.txt,1,"The text describes new onset physiological symptoms (excruciating pain and muscle cramps) in various body parts, which are known potential side effects of statins (Lipitor) and fibrates (Tricor), and are not indications for these drugs."
LIPITOR.222_2,"Left foot has a numbness feeling to it,tingling in lower leg when walking,which I have to use a cane now.
",1,Related,Lipitor; Tricor; lipitor,"Then started with excruciating pain and muscle cramps in lower back,then down left buttock, thigh,calf and ankle.
","181, 287",LIPITOR.222.txt,1,"The text describes new or worsening physiological symptoms (numbness, tingling, requiring a cane) which are not indications for the listed drugs and are consistent with potential adverse drug events."
LIPITOR.222_3,"Also very fatiqued,buzzing in both ears, nausia, sleeplessness, gas and dark urine.
",1,Related,Lipitor; Tricor; lipitor,"Left foot has a numbness feeling to it,tingling in lower leg when walking,which I have to use a cane now.
","287, 371",LIPITOR.222.txt,1,"The text describes multiple physiological symptoms (fatigue, tinnitus, nausea, sleeplessness, gas, dark urine) that are not indications for the drugs and are presented as occurring issues, consistent with potential adverse drug events."
LIPITOR.222_4,"All these side effect I have 24/7.
",0,Not-Related,Lipitor; Tricor; lipitor,"Also very fatiqued,buzzing in both ears, nausia, sleeplessness, gas and dark urine.
","371, 406",LIPITOR.222.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.222_5,I have asked my doctors more then once if any of my meds.,0,Not-Related,Lipitor; Tricor; lipitor,"All these side effect I have 24/7.
","406, 463",LIPITOR.222.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.222_6,"could be causing me all this pain,3 different doctors said NO.
",0,Not-Related,Lipitor; Tricor; lipitor,I have asked my doctors more then once if any of my meds.,"464, 527",LIPITOR.222.txt,0,"The text describes a physiological issue ('pain') but explicitly states that '3 different doctors said NO' regarding the drug causing the pain, indicating a negation of causality."
LIPITOR.222_7,"They came up with, Arthritis,Tendonitis,Sciatica,after being checked out for all these, they were wrong.
",0,Not-Related,Lipitor; Tricor; lipitor,"could be causing me all this pain,3 different doctors said NO.
","527, 632",LIPITOR.222.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.222_8,"I stopped taking Lipitor and Tricor about 6 weeks ago.
",0,Not-Related,Lipitor; Tricor; lipitor,"They came up with, Arthritis,Tendonitis,Sciatica,after being checked out for all these, they were wrong.
","632, 687",LIPITOR.222.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.236_0,"Pain in shoulder and arms and hands.
",0,Not-Related,CoQ; lipitor; vitamin C,,"0, 37",LIPITOR.236.txt,1,"The text describes a physiological symptom (pain) which is a potential adverse drug event. There is no information to suggest it is an indication for the drugs, pre-existing, or a negation."
LIPITOR.236_1,"Hands are often numb and very weak especially in am.
",0,Not-Related,CoQ; lipitor; vitamin C,"Pain in shoulder and arms and hands.
","37, 90",LIPITOR.236.txt,1,"The text describes physiological symptoms (numbness and weakness in hands) that are not an indication for any of the listed drugs and are consistent with potential adverse effects, particularly for statins like Lipitor."
LIPITOR.236_2,"I thought it was carpal tunnel syndrome.
",0,Not-Related,CoQ; lipitor; vitamin C,"Hands are often numb and very weak especially in am.
","90, 131",LIPITOR.236.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.236_3,"Having difficulty opening jars.
",0,Not-Related,CoQ; lipitor; vitamin C,"I thought it was carpal tunnel syndrome.
","131, 163",LIPITOR.236.txt,1,"The text describes a physiological issue (difficulty with grip/strength) which could be a symptom of myopathy, arthralgia, or neuropathy, potentially related to drug use (e.g., statins like Lipitor are associated with muscle-related adverse events)."
LIPITOR.236_4,"I ran marathons in 01, 02 and 03.
",0,Not-Related,CoQ; lipitor; vitamin C,"Having difficulty opening jars.
","163, 197",LIPITOR.236.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.236_5,"and I have been a regular at the gym until about a year ago when I started lipitor.
",0,Not-Related,CoQ; lipitor; vitamin C,"I ran marathons in 01, 02 and 03.
","197, 281",LIPITOR.236.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.236_6,"Recently, I noticed that I could not do a single push up without severe pain.
",1,Related,CoQ; lipitor; vitamin C,"and I have been a regular at the gym until about a year ago when I started lipitor.
","281, 359",LIPITOR.236.txt,1,"The text describes a new onset of severe pain and muscle dysfunction ('could not do a single push up'), which is a physiological issue. Muscle pain and weakness are known potential side effects of statins like Lipitor."
LIPITOR.236_7,"Playing basketball has become impossible.
",0,Not-Related,CoQ; lipitor; vitamin C,"Recently, I noticed that I could not do a single push up without severe pain.
","359, 401",LIPITOR.236.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.236_8,"Even a simple pass causes significant pain.
",1,Related,CoQ; lipitor; vitamin C,"Playing basketball has become impossible.
","401, 445",LIPITOR.236.txt,1,"The text describes 'significant pain,' which is a physiological issue and a potential adverse drug event. It is not an indication for any of the listed drugs, nor is it negated or stated as pre-existing."
LIPITOR.236_9,"The pain in my arms interrupts my sleep.
",1,Related,CoQ; lipitor; vitamin C,"Even a simple pass causes significant pain.
","445, 486",LIPITOR.236.txt,1,"The text describes a physiological issue (arm pain interrupting sleep) which is a potential adverse effect. While a direct causal link isn't explicitly stated, muscle pain (myalgia) is a known side effect of Lipitor (a statin), making this a plausible adverse drug event."
LIPITOR.236_10,"I thought that I was just aging and/or out of shape, but it might be the lipitor.
",0,Not-Related,CoQ; lipitor; vitamin C,"The pain in my arms interrupts my sleep.
","486, 568",LIPITOR.236.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.236_11,"I am going off the medication and trying CoQ supplements and vitamin C to see if this helps.
",0,Not-Related,CoQ; lipitor; vitamin C,"I thought that I was just aging and/or out of shape, but it might be the lipitor.
","568, 661",LIPITOR.236.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.815_0,"Weight gain, extreme muscle aches and fatigue, alternating constipation and diarrhea, more frequent asthma flare-ups, insomnia, weird dreams.
",1,Related,LIPITOR; Lipitor,,"0, 142",LIPITOR.815.txt,1,"The text describes multiple physiological issues (weight gain, muscle aches, fatigue, GI issues, asthma flare-ups, insomnia, weird dreams) which are potential adverse drug events and are not the indication for Lipitor, nor are they negated or stated as pre-existing."
LIPITOR.815_1,"I had to walk with a cane because I was so weak and ached all over, especially in legs.
",1,Related,LIPITOR; Lipitor,"Weight gain, extreme muscle aches and fatigue, alternating constipation and diarrhea, more frequent asthma flare-ups, insomnia, weird dreams.
","142, 230",LIPITOR.815.txt,1,"The text describes physiological issues of weakness and widespread aches, particularly in the legs, which are known potential adverse effects (myalgia/myopathy) associated with Lipitor."
LIPITOR.815_2,"My husband and I took ourselves off this medication 10 days ago.
",0,Not-Related,LIPITOR; Lipitor,"I had to walk with a cane because I was so weak and ached all over, especially in legs.
","230, 295",LIPITOR.815.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.815_3,"I can't tell you how much better we both feel off Lipitor.
",0,Not-Related,LIPITOR; Lipitor,"My husband and I took ourselves off this medication 10 days ago.
","295, 354",LIPITOR.815.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.815_4,"I sleep better, don't need to use my cane, and can bend and move better after just 10 days off the medicine.
",0,Not-Related,LIPITOR; Lipitor,"I can't tell you how much better we both feel off Lipitor.
","354, 463",LIPITOR.815.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.815_5,"DON'T TAKE LIPITOR--try garlique or a natural remedy.
",0,Not-Related,LIPITOR; Lipitor,"I sleep better, don't need to use my cane, and can bend and move better after just 10 days off the medicine.
","463, 517",LIPITOR.815.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.815_6,"Lipitor hurts more than it helps.
",0,Not-Related,LIPITOR; Lipitor,"DON'T TAKE LIPITOR--try garlique or a natural remedy.
","517, 551",LIPITOR.815.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.801_0,"Severe back pain.
",1,Related,LIPITOR.801,,"0, 18",LIPITOR.801.txt,1,"The text describes a physiological issue (severe back pain) which is a potential adverse effect when reported in the context of a drug, and none of the false positive conditions are met."
LIPITOR.801_1,"Leg,finger and feet joint pain similar to arthritis.
",1,Related,LIPITOR.801,"Severe back pain.
","18, 71",LIPITOR.801.txt,1,The text describes a physiological issue (joint pain) which is a known potential side effect and not an indication for Lipitor.
LIPITOR.801_2,"Planta fasciitis similarities.
",1,Related,LIPITOR.801,"Leg,finger and feet joint pain similar to arthritis.
","71, 102",LIPITOR.801.txt,1,"The text describes a physiological issue (symptoms similar to plantar fasciitis). This is not an indication for Lipitor and is a potential musculoskeletal adverse event, which can be associated with statins."
LIPITOR.801_3,"Big weight gain in stomach area.
",1,Related,LIPITOR.801,"Planta fasciitis similarities.
","102, 135",LIPITOR.801.txt,1,"Weight gain is a physiological issue that can be an adverse drug event, and it is not an indication for Lipitor, nor is it negated or pre-existing."
LIPITOR.801_4,"I am 55 and never felt so old in my life!.
",1,Related,LIPITOR.801,"Big weight gain in stomach area.
","135, 178",LIPITOR.801.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.801_5,"went down to 10 mlg after complaining about back pain.
",1,Related,LIPITOR.801,"I am 55 and never felt so old in my life!.
","178, 233",LIPITOR.801.txt,1,"The text describes 'back pain' which led to a dose reduction of the drug, implying a temporal and causal relationship with the drug's use."
LIPITOR.801_6,"Doctor refuses to believe it is the medication causing the pain.
",1,Related,LIPITOR.801,"went down to 10 mlg after complaining about back pain.
","233, 298",LIPITOR.801.txt,1,"The text explicitly mentions 'pain' and implies the patient believes the 'medication causing the pain', indicating a potential adverse drug event, regardless of the doctor's current belief."
LIPITOR.168_0,"Started 2 years ago with 10 mg then 6 mos later doc upped to 20.
",0,Not-Related,lipitor,,"0, 65",LIPITOR.168.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.168_1,"About 3 mos ago I had several severe left leg cramps-never had them before.
",1,Related,lipitor,"Started 2 years ago with 10 mg then 6 mos later doc upped to 20.
","65, 141",LIPITOR.168.txt,1,"The text describes a new onset of severe leg cramps, which is a physiological issue and a known potential side effect of Lipitor. The user explicitly states they 'never had them before', ruling out a pre-existing condition."
LIPITOR.168_2,"Then about 2-3 weeks later, woke up and could barely stand and walk.
",1,Related,lipitor,"About 3 mos ago I had several severe left leg cramps-never had them before.
","141, 210",LIPITOR.168.txt,1,"The text describes a new onset of severe muscle weakness/dysfunction ('could barely stand and walk') occurring after a period of drug use, which is a known potential side effect of Lipitor (statins can cause myopathy/rhabdomyolysis)."
LIPITOR.168_3,"Legs and toes were numb (worse in left), weak, back pain and calves hurt terribly.
",1,Related,lipitor,"Then about 2-3 weeks later, woke up and could barely stand and walk.
","210, 293",LIPITOR.168.txt,1,"The text describes multiple physiological issues including numbness, weakness, and pain in the legs, toes, calves, and back. These are common adverse effects associated with statin medications like Lipitor, and there is no information to suggest they are an indication for the drug, pre-existing, or negated."
LIPITOR.168_4,"Walking was possible but only with intense effort and pain.
",1,Related,lipitor,"Legs and toes were numb (worse in left), weak, back pain and calves hurt terribly.
","293, 353",LIPITOR.168.txt,1,The text describes a physiological issue (intense effort and pain during walking) which is a potential adverse drug event. Muscle pain and weakness are known side effects of statins like Lipitor.
LIPITOR.168_5,"Couldn't stand for more than 1 or 2 minutes-too painful and weak.
",1,Related,lipitor,"Walking was possible but only with intense effort and pain.
","353, 419",LIPITOR.168.txt,1,"The text describes new onset of pain and weakness leading to inability to stand, which are physiological issues consistent with potential adverse drug effects."
LIPITOR.168_6,"Waited a couple 3 weeks to see if it would clear up-did not.
",0,Not-Related,lipitor,"Couldn't stand for more than 1 or 2 minutes-too painful and weak.
","419, 480",LIPITOR.168.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.168_7,"Went to doc.
",0,Not-Related,lipitor,"Waited a couple 3 weeks to see if it would clear up-did not.
","480, 493",LIPITOR.168.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.168_8,"Took x-rays said everything fine, blood test fine.
",0,Not-Related,lipitor,"Went to doc.
","493, 544",LIPITOR.168.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.168_9,"Interested in doing MRI-thinking nacrotic nerve in lower spine.
",0,Not-Related,lipitor,"Took x-rays said everything fine, blood test fine.
","544, 608",LIPITOR.168.txt,0,Auto-Rejected by Hunter (Low Probability)
